               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 134,            0.032368,            0.021799,            0.003609,             0.76607,             0.78015,             0.81368,             0.52781,            0.021999,            0.017519,           0.0025742,             0.00601,             0.00601,             0.00601
                 135,            0.033642,            0.024364,           0.0045382,             0.73918,             0.78348,             0.81672,             0.54733,            0.021652,            0.017597,           0.0025503,             0.00598,             0.00598,             0.00598
                 136,            0.033209,            0.025225,             0.00399,               0.728,             0.75334,             0.79882,             0.52404,            0.021553,            0.017691,           0.0026033,             0.00595,             0.00595,             0.00595
                 137,            0.034161,             0.02439,           0.0045414,             0.70577,             0.75311,             0.78862,             0.51271,            0.021739,            0.017617,           0.0027618,             0.00592,             0.00592,             0.00592
                 138,            0.032665,            0.022536,           0.0040251,             0.79529,             0.73077,             0.79701,             0.53525,            0.021181,            0.017454,           0.0026095,             0.00589,             0.00589,             0.00589
                 139,            0.033381,            0.022623,           0.0038388,             0.74304,             0.76372,             0.80572,             0.54452,            0.021469,            0.017565,           0.0025315,             0.00586,             0.00586,             0.00586
                 140,            0.032317,            0.022892,            0.004156,             0.65269,             0.77707,             0.77319,             0.51431,            0.021882,            0.017747,           0.0027143,             0.00583,             0.00583,             0.00583
                 141,            0.033265,            0.021471,           0.0041786,             0.72549,             0.78587,             0.81703,             0.55177,            0.021486,            0.017549,           0.0025308,              0.0058,              0.0058,              0.0058
                 142,            0.031984,            0.023108,           0.0039606,             0.74997,             0.78206,             0.80873,              0.5372,            0.021914,            0.017713,           0.0024547,             0.00577,             0.00577,             0.00577
                 143,            0.033445,             0.02496,           0.0041991,             0.73772,              0.7572,             0.79564,             0.52711,            0.021603,            0.017683,           0.0024823,             0.00574,             0.00574,             0.00574
                 144,            0.032006,            0.024737,           0.0041244,              0.7714,             0.76294,             0.81179,             0.54461,            0.021593,            0.017474,           0.0024019,             0.00571,             0.00571,             0.00571
                 145,            0.032484,            0.022263,           0.0040911,             0.75899,             0.78089,             0.81883,             0.55644,            0.021149,            0.017389,           0.0024676,             0.00568,             0.00568,             0.00568
                 146,             0.03145,            0.021277,            0.003799,             0.78203,             0.77378,             0.82116,             0.54727,            0.021655,            0.017612,           0.0024666,             0.00565,             0.00565,             0.00565
                 147,            0.032699,            0.022716,           0.0039205,             0.74439,             0.76836,             0.80444,             0.53785,            0.021756,            0.017569,            0.002498,             0.00562,             0.00562,             0.00562
                 148,            0.032992,            0.021981,           0.0036849,             0.78532,             0.75236,             0.81539,             0.55018,            0.021196,             0.01731,           0.0024859,             0.00559,             0.00559,             0.00559
                 149,            0.033508,            0.024209,           0.0034236,             0.76001,             0.78337,             0.82916,             0.55175,            0.021684,            0.017619,           0.0023393,             0.00556,             0.00556,             0.00556
                 150,            0.031516,            0.021641,           0.0033741,             0.76464,             0.78264,             0.81941,             0.55376,            0.021177,            0.017179,           0.0023613,             0.00553,             0.00553,             0.00553
                 151,            0.032411,            0.023616,           0.0037961,              0.7383,             0.74077,             0.80068,             0.53098,            0.021291,            0.017589,           0.0025056,              0.0055,              0.0055,              0.0055
                 152,            0.032309,            0.021876,           0.0039071,             0.77272,             0.78784,             0.82461,             0.55787,            0.021038,            0.017214,           0.0023815,             0.00547,             0.00547,             0.00547
                 153,            0.032311,            0.023191,           0.0040716,             0.66064,             0.82634,             0.82384,             0.55558,            0.020977,            0.017319,           0.0022881,             0.00544,             0.00544,             0.00544
                 154,            0.032188,            0.021491,           0.0034264,             0.74038,             0.78982,             0.83103,             0.56286,            0.020966,            0.017398,           0.0022392,             0.00541,             0.00541,             0.00541
                 155,            0.031598,             0.02386,           0.0036426,             0.75479,             0.79152,             0.83088,             0.55591,            0.021089,            0.017187,           0.0023806,             0.00538,             0.00538,             0.00538
                 156,            0.032286,            0.021037,           0.0035926,             0.76148,             0.77871,             0.83028,             0.55898,            0.021217,             0.01742,           0.0023163,             0.00535,             0.00535,             0.00535
                 157,            0.033176,            0.022572,            0.003824,             0.75594,             0.78811,             0.83757,             0.55983,             0.02119,            0.017504,           0.0022989,             0.00532,             0.00532,             0.00532
